date	time	subject	trialcode	trialnum	latency	response
092013	12:02	1	speed	1	2591	56
092013	12:02	1	error	2	1700	96
092013	12:02	1	whichhand	3	5968	right
092013	12:02	1	f.throgue	1	15783	4
092013	12:02	1	f.speet	2	3170	5
092013	12:02	1	f.goche	3	3578	5
092013	12:02	1	f.plothe	4	3025	5
092013	12:02	1	f.gweech	5	982	4
092013	12:02	1	f.zooge	6	1636	3
092013	12:02	1	f.twooth	7	1768	4
092013	12:02	1	f.thrashe	8	1143	3
092013	12:02	1	f.zope	9	1438	5
092013	12:02	1	f.glool	10	1242	4
092013	12:02	1	f.kleech	11	1623	5
092013	12:02	1	f.yame	12	1091	4
092013	12:02	1	f.frothe	13	4181	6
092013	12:02	1	f.jeeg	14	1165	4
092013	12:02	1	f.dwofe	15	1123	4
092013	12:02	1	f.shrase	16	1428	5
092013	12:02	1	f.shrathe	17	3296	4
092013	12:02	1	f.twase	18	1410	5
092013	12:02	1	f.shrage	19	511	4
092013	12:02	1	f.throok	20	879	4
092013	12:02	1	f.gware	21	577	5
092013	12:02	1	f.frooth	22	895	4
092013	12:02	1	f.lool	23	1688	4
092013	12:02	1	f.toshe	24	1643	4
092013	12:02	1	f.shroze	25	726	4
092013	12:02	1	f.stashe	26	943	4
092013	12:02	1	f.vade	27	862	5
092013	12:02	1	f.droog	28	761	5
092013	12:02	1	f.swogue	29	599	5
092013	12:02	1	f.floob	30	1429	4
092013	12:02	1	f.dofe	31	656	5
092013	12:02	1	f.tooge	32	820	5
092013	12:02	1	f.yoop	33	528	5
092013	12:02	1	f.kroor	34	552	4
092013	12:02	1	f.stooth	35	1048	5
092013	12:02	1	f.sloof	36	1107	4
092013	12:02	1	f.sweeze	37	1868	4
092013	12:02	1	f.drague	38	807	5
092013	12:02	1	f.chague	39	1397	5
092013	12:02	1	f.jeef	40	1514	6
092013	12:02	1	f.gwoche	41	1099	5
092013	12:02	1	f.kloop	42	1596	5
092013	12:02	1	f.snase	43	882	5
092013	12:02	1	f.snooth	44	579	4
092013	12:02	1	f.swague	45	1273	5
092013	12:02	1	f.sogue	46	1332	5
092013	12:02	1	f.doog	47	1012	5
092013	12:02	1	f.broor	48	1249	5
092013	12:02	1	f.shrooth	49	1492	4
092013	12:02	1	f.dwote	50	1406	4
092013	12:02	1	f.gweese	51	780	5
092013	12:02	1	f.theeb	52	1138	5
092013	12:02	1	f.slade	53	1178	5
092013	12:02	1	f.shrooch	54	984	4
092013	12:02	1	f.spathe	55	1678	4
092013	12:02	1	f.smoove	56	1208	4
092013	12:02	1	f.skoge	57	1357	5
092013	12:02	1	f.tafe	58	781	4
092013	12:02	1	f.dwache	59	2035	4
092013	12:02	1	f.twague	60	1263	4
092013	12:02	1	r.foot	1	2407	4
092013	12:02	1	r.defiant	2	2157	6
092013	12:02	1	r.infant	3	2509	9
092013	12:02	1	r.gripe	4	2687	3
092013	12:02	1	r.truth	5	2177	7
092013	12:02	1	r.circus	6	3639	8
092013	12:02	1	r.poster	7	2644	5
092013	12:02	1	r.kindness	8	1720	7
092013	12:02	1	r.sunlight	9	2689	8
092013	12:02	1	r.friend	10	3739	8
092013	12:02	1	r.deserter	11	2156	4
092013	12:02	1	r.spring	12	1188	7
