"Word Type","Model","Predictor","Estimate","SE","df","t","p"
"Psuedo","Intercept Only","(Intercept)","4.84777777777783","0.0270847195051716","32541","178.985710996645","0"
"Psuedo","Random Intercept","(Intercept)","4.84777777777777","0.131777218057894","3540","36.787677333179","3.47923927363995e-251"
"Psuedo","Adjustor Variable","(Intercept)","4.90610595065784","0.162995002261576","3539","30.0997324002884","2.03463916095585e-177"
"Psuedo","Adjustor Variable","letterfreq","-0.00998896941193815","0.0164237643257937","3539","-0.608202188839886","0.543092412623934"
"Psuedo","Main Effects","(Intercept)","4.62377783408249","0.172801658993416","3536","26.757716685224","8.61251913617388e-144"
"Psuedo","Main Effects","letterfreq","0.0383610265051258","0.0192753753968402","3536","1.99015716764791","0.0466505017451002"
"Psuedo","Main Effects","speed","-0.009411345200361","0.0113493829256252","58","-0.829238493584669","0.410369301056214"
"Psuedo","Main Effects","lrswitch","0.0439750442120882","0.0234887355862298","3536","1.87217587982337","0.0612647511218236"
"Psuedo","Main Effects","fingerswitch","-0.161017095449254","0.0380768920257419","3536","-4.22873524814993","2.40959484665654e-05"
"Psuedo","Main Effects","rha","0.0525355089555472","0.0106702288023529","3536","4.92355974072107","8.8870810801868e-07"
"Psuedo","Interactions","(Intercept)","4.47306878288038","0.184053118898785","3525","24.3031403631917","9.34834884315785e-121"
"Psuedo","Interactions","letterfreq","0.0597757209856392","0.0216891076598159","3525","2.75602490997762","0.00588094418255758"
"Psuedo","Interactions","speed","-0.0105357647696066","0.0114318331446102","58","-0.921616387882104","0.360546502741184"
"Psuedo","Interactions","lrswitch","0.0149977291361953","0.0274227301921496","3525","0.546908678716782","0.584476091687344"
"Psuedo","Interactions","fingerswitch","-0.111602541895276","0.0461549821526955","3525","-2.41799555952723","0.0156566530813908"
"Psuedo","Interactions","rha","0.115520750268498","0.030644591618528","3525","3.7696945583916","0.000166125279669099"
"Psuedo","Interactions","speed:lrswitch","0.00200536331070477","0.00231199354107036","3525","0.867374097323977","0.385796109978084"
"Psuedo","Interactions","speed:fingerswitch","0.00438973641285968","0.00398569052102088","3525","1.10137412568985","0.270809059503692"
"Psuedo","Interactions","lrswitch:fingerswitch","0.0632699888869149","0.0434863294781382","3525","1.45493973959615","0.145774985207187"
"Psuedo","Interactions","speed:rha","0.000968125405158944","0.0021848178353819","3525","0.443114931359813","0.657709797665288"
"Psuedo","Interactions","lrswitch:rha","0.0546440226859458","0.0266836549246946","3525","2.04784625045406","0.040649014033941"
"Psuedo","Interactions","fingerswitch:rha","-0.244631930610731","0.049460594248527","3525","-4.94599659238862","7.92937720787481e-07"
"Psuedo","Interactions","speed:lrswitch:fingerswitch","0.00329155323511242","0.0037240825233373","3525","0.883856148322602","0.376834148815869"
"Psuedo","Interactions","speed:lrswitch:rha","-0.00047229115461934","0.00212712117609195","3525","-0.222033027515177","0.824301034955215"
"Psuedo","Interactions","speed:fingerswitch:rha","-0.00816266945868933","0.00407084840214093","3525","-2.00515191241129","0.0450231254126283"
"Psuedo","Interactions","lrswitch:fingerswitch:rha","-0.20727453181787","0.0466474206569883","3525","-4.44342964516769","9.1258651076406e-06"
"Psuedo","Interactions","speed:lrswitch:fingerswitch:rha","-0.00886915128010102","0.00377306964286575","3525","-2.35064605734779","0.0187956628905405"
"Real","Intercept Only","(Intercept)","5.7005555555556","0.0378943956120456","32690","150.432681758976","0"
"Real","Random Intercept","(Intercept)","5.70055555555555","0.0938237873344646","3540","60.7581053537534","0"
"Real","Adjustor Variable","(Intercept)","4.98213226569131","0.170349483904762","3539","29.2465357187503","1.326464883878e-168"
"Real","Adjustor Variable","letterfreq","0.126356265077066","0.0250056517599307","3539","5.05310824489448","4.56679362412703e-07"
"Real","Main Effects","(Intercept)","4.2248091065313","0.195145548004002","3536","21.6495285172719","1.04255687867764e-97"
"Real","Main Effects","letterfreq","0.259554237912701","0.0303019027765684","3536","8.56560856347963","1.58090082381883e-17"
"Real","Main Effects","speed","0.0136688651122845","0.00793264774408579","58","1.72311510018523","0.0901957535188749"
"Real","Main Effects","lrswitch","0.304959103233989","0.0388715179844766","3536","7.84530985787009","5.67643948665474e-15"
"Real","Main Effects","fingerswitch","-0.192545350917735","0.0638067894069971","3536","-3.01763108138177","0.00256574690966209"
"Real","Main Effects","rha","0.113126977537036","0.0199198763338664","3536","5.6791003940474","1.46328366588154e-08"
"Real","Interactions","(Intercept)","4.23004242111903","0.201548469178548","3525","20.987717933852","2.98792366689021e-92"
"Real","Interactions","letterfreq","0.25476207776769","0.0308390505527692","3525","8.26102208729686","2.0203176922641e-16"
"Real","Interactions","speed","0.0144971400067579","0.00821741360731137","58","1.76419743480591","0.0829645592576143"
"Real","Interactions","lrswitch","0.32736060539483","0.0421885874352379","3525","7.75945878485143","1.10908449769282e-14"
"Real","Interactions","fingerswitch","-0.125000189072942","0.066951933210436","3525","-1.86701388711294","0.0619825970391413"
"Real","Interactions","rha","-0.0476925471094818","0.036438566744595","3525","-1.30884805222357","0.190671145949209"
"Real","Interactions","speed:lrswitch","0.00381016485590715","0.00358740388815806","3525","1.06209531312725","0.288265175728233"
"Real","Interactions","speed:fingerswitch","0.00142135016400025","0.00578331103006964","3525","0.245767546758269","0.805876488732163"
"Real","Interactions","lrswitch:fingerswitch","0.0766866153375385","0.0826445243190789","3525","0.927909210796135","0.353518196322779"
"Real","Interactions","speed:rha","0.00280753899967286","0.00311393641342074","3525","0.901604473223234","0.367328611442412"
"Real","Interactions","lrswitch:rha","-0.189654003097541","0.0324266055599672","3525","-5.84871588692225","5.40534123737315e-09"
"Real","Interactions","fingerswitch:rha","-0.320081581494465","0.0657760359385352","3525","-4.86623398517915","1.18729186989419e-06"
"Real","Interactions","speed:lrswitch:fingerswitch","-0.00361262136980131","0.00714699350142578","3525","-0.505474276572465","0.613257364840872"
"Real","Interactions","speed:lrswitch:rha","0.00372668674058772","0.0027844462927916","3525","1.33839418998147","0.180854290413891"
"Real","Interactions","speed:fingerswitch:rha","-0.00582549280325509","0.00564886964942193","3525","-1.03126699052991","0.302486383825193"
"Real","Interactions","lrswitch:fingerswitch:rha","-0.304454149291023","0.063337752134969","3525","-4.8068354027192","1.59741738912294e-06"
"Real","Interactions","speed:lrswitch:fingerswitch:rha","-0.00525376968048624","0.00536649876966612","3525","-0.978993922477524","0.327650165251925"
