Word,Valence Mean,LR_switch,finger_switch,rha,word_length,letter_freq,hand_c,finger_c,rha_c
rainbow,8.14,4,6,-1,7,5.604,1.482591876,1.47582205,0.111218569
vehicle,6.27,4,6,-1,7,6.607,1.482591876,1.47582205,0.111218569
trouble,3.03,4,5,-1,7,6.218142857,1.482591876,0.47582205,0.111218569
scholar,7.26,2,5,-1,7,5.841285714,-0.517408124,0.47582205,0.111218569
swimmer,6.54,2,4,-1,7,5.593428571,-0.517408124,-0.52417795,0.111218569
trumpet,5.75,2,4,-1,7,6.270571429,-0.517408124,-0.52417795,0.111218569
vampire,4.26,2,6,-1,7,5.590714286,-0.517408124,1.47582205,0.111218569
failure,1.7,2,6,-1,7,6.119,-0.517408124,1.47582205,0.111218569
agility,6.46,3,6,1,7,5.595571429,0.482591876,1.47582205,2.111218569
triumph,7.8,1,4,3,7,5.028,-1.517408124,-0.52417795,4.111218569
reunion,6.48,1,5,3,7,7.059714286,-1.517408124,0.47582205,4.111218569
success,8.29,2,3,-5,7,5.715,-0.517408124,-1.52417795,-3.888781431
engaged,8,2,5,-5,7,6.943285714,-0.517408124,0.47582205,-3.888781431
cottage,6.45,2,5,-5,7,7.326428571,-0.517408124,0.47582205,-3.888781431
enraged,2.46,2,5,-5,7,7.510714286,-0.517408124,0.47582205,-3.888781431
tobacco,3.28,3,5,-3,7,5.613285714,0.482591876,0.47582205,-1.888781431
quarrel,2.93,3,5,-3,7,5.674428571,0.482591876,0.47582205,-1.888781431
surgery,2.86,3,5,-3,7,5.392857143,0.482591876,0.47582205,-1.888781431
elegant,7.43,4,6,-3,7,7.916571429,1.482591876,1.47582205,-1.888781431
glacier,5.5,4,6,-3,7,6.092,1.482591876,1.47582205,-1.888781431
subdued,4.67,4,5,-3,7,4.934714286,1.482591876,0.47582205,-1.888781431
disturb,3.66,4,5,-3,7,5.262714286,1.482591876,0.47582205,-1.888781431
torture,1.56,4,5,-3,7,7.579,1.482591876,0.47582205,-1.888781431
victory,8.32,5,6,-1,7,5.035714286,2.482591876,1.47582205,0.111218569
dustpan,3.98,5,6,-1,7,5.605571429,2.482591876,1.47582205,0.111218569
corrupt,3.32,4,5,-1,7,5.143714286,1.482591876,0.47582205,0.111218569
divorce,2.22,4,5,-3,7,5.882142857,1.482591876,0.47582205,-1.888781431
tornado,2.55,5,6,-1,7,7.032285714,2.482591876,1.47582205,0.111218569
quality,6.25,5,6,1,7,4.720142857,2.482591876,1.47582205,2.111218569
diamond,7.92,4,6,1,7,5.757285714,1.482591876,1.47582205,2.111218569
glamour,6.76,4,6,1,7,4.695,1.482591876,1.47582205,2.111218569
curious,6.08,4,6,1,7,5.012142857,1.482591876,1.47582205,2.111218569
anxious,4.81,4,6,1,7,5.517714286,1.482591876,1.47582205,2.111218569
cyclone,3.6,4,5,1,7,5.503,1.482591876,0.47582205,2.111218569
context,5.2,2,6,-3,7,6.857428571,-0.517408124,1.47582205,-1.888781431
blubber,3.52,2,5,-3,7,4.278285714,-0.517408124,0.47582205,-1.888781431
blister,2.88,2,6,-3,7,6.650714286,-0.517408124,1.47582205,-1.888781431
allergy,3.07,3,4,-1,7,5.556428571,0.482591876,-0.52417795,0.111218569
funeral,1.39,3,5,-1,7,6.088,0.482591876,0.47582205,0.111218569
snuggle,7.92,4,4,-1,7,5.227285714,1.482591876,-0.52417795,0.111218569
whistle,5.81,4,6,-1,7,6.79,1.482591876,1.47582205,0.111218569
blossom,7.26,3,4,1,7,5.084428571,0.482591876,-0.52417795,2.111218569
volcano,4.84,3,5,1,7,5.387857143,0.482591876,0.47582205,2.111218569
shotgun,4.37,3,4,1,7,5.786571429,0.482591876,-0.52417795,2.111218569
sunrise,7.86,4,5,-1,7,6.830857143,1.482591876,0.47582205,0.111218569
comfort,7.07,4,5,-1,7,5.353285714,1.482591876,0.47582205,0.111218569
bouquet,7.02,4,6,-1,7,5.195428571,1.482591876,1.47582205,0.111218569
suicide,1.25,4,5,-1,7,6.107714286,1.482591876,0.47582205,0.111218569
cuisine,6.64,4,6,1,7,6.464285714,1.482591876,1.47582205,2.111218569
gymnast,6.35,2,4,-1,7,5.242,-0.517408124,-0.52417795,0.111218569
village,5.92,2,5,-1,7,5.554,-0.517408124,0.47582205,0.111218569
thought,6.39,4,6,1,7,6.082857143,1.482591876,1.47582205,2.111218569
violent,2.29,4,5,1,7,6.854714286,1.482591876,0.47582205,2.111218569
diploma,8,2,5,3,7,5.036142857,-0.517408124,0.47582205,4.111218569
skijump,7.06,1,3,5,7,3.044428571,-1.517408124,-1.52417795,6.111218569
alimony,3.95,1,5,5,7,5.399142857,-1.517408124,0.47582205,6.111218569
passage,5.28,1,5,-5,7,6.519142857,-1.517408124,0.47582205,-3.888781431
pervert,2.79,1,4,-5,7,7.048714286,-1.517408124,-0.52417795,-3.888781431
present,6.95,3,6,-3,7,7.921714286,0.482591876,1.47582205,-1.888781431
obscene,4.23,3,5,-3,7,7.180142857,0.482591876,0.47582205,-1.888781431
measles,2.74,3,6,-3,7,7.522285714,0.482591876,1.47582205,-1.888781431
lesbian,4.67,4,6,-1,7,6.632571429,1.482591876,1.47582205,0.111218569
obesity,2.73,4,6,-1,7,6.574857143,1.482591876,1.47582205,0.111218569
perfume,6.76,3,4,-1,7,5.816,0.482591876,-0.52417795,0.111218569
patriot,6.71,3,5,-1,7,6.952571429,0.482591876,0.47582205,0.111218569
lawsuit,3.37,3,5,-1,7,5.665571429,0.482591876,0.47582205,0.111218569
nervous,3.29,3,5,-1,7,6.144,0.482591876,0.47582205,0.111218569
passion,8.03,2,5,1,7,6.281714286,-0.517408124,0.47582205,2.111218569
ketchup,5.6,2,5,1,7,5.156142857,-0.517408124,0.47582205,2.111218569
neglect,2.63,3,5,-3,7,7.147285714,0.482591876,0.47582205,-1.888781431
useless,2.13,3,5,-3,7,7.309714286,0.482591876,0.47582205,-1.888781431
magical,7.46,4,6,-1,7,4.932571429,1.482591876,1.47582205,0.111218569
natural,6.59,4,6,-1,7,6.415571429,1.482591876,1.47582205,0.111218569
prairie,5.75,5,6,-1,7,6.957714286,2.482591876,1.47582205,0.111218569
patient,5.29,5,6,-1,7,7.803571429,2.482591876,1.47582205,0.111218569
utensil,5.14,4,6,1,7,6.940428571,1.482591876,1.47582205,2.111218569
machine,5.09,3,6,1,7,6.552285714,0.482591876,1.47582205,2.111218569
privacy,5.88,4,6,-1,7,4.111857143,1.482591876,1.47582205,0.111218569
lantern,5.57,4,6,-1,7,7.633571429,1.482591876,1.47582205,0.111218569
malaria,2.4,5,6,-1,7,6.269285714,2.482591876,1.47582205,0.111218569
penalty,2.83,6,6,1,7,6.371714286,3.482591876,1.47582205,2.111218569
leprosy,2.09,6,6,1,7,5.778714286,3.482591876,1.47582205,2.111218569
hairpin,5.26,4,6,3,7,6.122571429,1.482591876,1.47582205,4.111218569
outrage,3.52,1,5,-3,7,6.884571429,-1.517408124,0.47582205,-1.888781431
invader,3.05,1,5,-3,7,6.543142857,-1.517408124,0.47582205,-1.888781431
hostage,2.2,1,6,-3,7,7.409714286,-1.517408124,1.47582205,-1.888781431
liberty,7.98,2,5,-1,7,6.028857143,-0.517408124,0.47582205,0.111218569
lottery,6.57,2,4,-1,7,7.186714286,-0.517408124,-0.52417795,0.111218569
nursery,5.73,2,5,-1,7,6.069142857,-0.517408124,0.47582205,0.111218569
poverty,1.67,2,5,-1,7,5.733285714,-0.517408124,0.47582205,0.111218569
miracle,8.6,3,6,-1,7,6.147857143,0.482591876,1.47582205,0.111218569
hydrant,5.02,3,5,-1,7,6.04,0.482591876,0.47582205,0.111218569
mistake,2.86,3,6,-1,7,6.628,0.482591876,1.47582205,0.111218569
justice,7.78,3,4,-1,7,5.820571429,0.482591876,-0.52417795,0.111218569
history,5.24,4,6,1,7,6.273,1.482591876,1.47582205,2.111218569
imagine,7.32,3,6,1,7,6.567285714,0.482591876,1.47582205,2.111218569
hostile,2.73,3,6,1,7,7.525285714,0.482591876,1.47582205,2.111218569
highway,5.92,4,6,1,7,4.81,1.482591876,1.47582205,2.111218569
inspire,6.97,3,6,1,7,6.803714286,0.482591876,1.47582205,2.111218569
pungent,3.95,3,5,1,7,5.994,0.482591876,0.47582205,2.111218569
hopeful,7.1,2,6,3,7,5.320428571,-0.517408124,1.47582205,4.111218569
improve,7.65,3,6,1,7,5.496428571,0.482591876,1.47582205,2.111218569
nourish,6.46,4,6,3,7,6.055428571,1.482591876,1.47582205,4.111218569
journal,5.14,4,6,3,7,5.049428571,1.482591876,1.47582205,4.111218569
unhappy,1.57,2,3,5,7,4.228571429,-0.517408124,-1.52417795,6.111218569
illness,2.48,1,4,1,7,6.731571429,-1.517408124,-0.52417795,2.111218569
holiday,7.55,2,5,3,7,5.569428571,-0.517408124,0.47582205,4.111218569
immoral,3.5,2,5,3,7,5.352,-0.517408124,0.47582205,4.111218569
pollute,1.85,1,4,3,7,6.000285714,-1.517408124,-0.52417795,4.111218569
opinion,6.28,0,6,7,7,6.339,-2.517408124,1.47582205,8.111218569
carefree,7.54,0,5,-8,8,7.907125,-2.517408124,0.47582205,-6.888781431
beverage,6.83,0,7,-8,8,7.093125,-2.517408124,2.47582205,-6.888781431
reserved,4.88,0,5,-8,8,7.70475,-2.517408124,0.47582205,-6.888781431
deserter,2.45,0,5,-8,8,8.7145,-2.517408124,0.47582205,-6.888781431
defeated,2.34,0,5,-8,8,8.257875,-2.517408124,0.47582205,-6.888781431
reverent,5.35,2,7,-6,8,8.357875,-0.517408124,2.47582205,-4.888781431
grateful,7.37,1,6,-4,8,5.86725,-1.517408124,1.47582205,-2.888781431
assassin,3.09,1,5,-4,8,6.919625,-1.517408124,0.47582205,-2.888781431
dreadful,2.26,1,7,-4,8,5.546625,-1.517408124,2.47582205,-2.888781431
treasure,8.27,2,6,-6,8,7.96075,-0.517408124,1.47582205,-4.888781431
exercise,7.13,2,7,-6,8,7.53975,-0.517408124,2.47582205,-4.888781431
startled,4.5,2,5,-6,8,7.446625,-0.517408124,0.47582205,-4.888781431
detached,3.86,2,5,-6,8,7.501125,-0.517408124,0.47582205,-4.888781431
starving,2.39,2,6,-4,8,5.780625,-0.517408124,1.47582205,-2.888781431
vacation,8.16,1,7,-2,8,6.2965,-1.517408124,2.47582205,-0.888781431
graduate,8.19,2,6,-6,8,6.638125,-0.517408124,1.47582205,-4.888781431
terrific,8.16,4,6,-4,8,6.58425,1.482591876,1.47582205,-2.888781431
stagnant,4.15,4,7,-4,8,7.03575,1.482591876,2.47582205,-2.888781431
terrible,1.93,4,6,-4,8,7.364625,1.482591876,1.47582205,-2.888781431
derelict,4.28,2,6,-4,8,7.309125,-0.517408124,1.47582205,-2.888781431
decorate,6.93,2,5,-6,8,7.8945,-0.517408124,0.47582205,-4.888781431
activate,5.46,2,7,-6,8,7.23425,-0.517408124,2.47582205,-4.888781431
addicted,2.51,2,5,-6,8,6.554,-0.517408124,0.47582205,-4.888781431
radiator,4.67,4,7,-4,8,7.01125,1.482591876,2.47582205,-2.888781431
arrogant,3.69,4,6,-4,8,6.704375,1.482591876,1.47582205,-2.888781431
accident,2.05,4,5,-4,8,6.682125,1.482591876,0.47582205,-2.888781431
fatigued,3.28,4,6,-4,8,6.018125,1.482591876,1.47582205,-2.888781431
deformed,2.41,4,5,-4,8,6.50475,1.482591876,0.47582205,-2.888781431
scalding,2.82,4,7,-2,8,5.1605,1.482591876,2.47582205,-0.888781431
bathroom,5.55,3,6,0,8,6.027,0.482591876,1.47582205,1.111218569
revolver,4.02,2,6,-4,8,6.35825,-0.517408124,1.47582205,-2.888781431
rejected,1.5,2,5,-6,8,7.542125,-0.517408124,0.47582205,-4.888781431
cemetery,2.63,3,6,-4,8,7.538875,0.482591876,1.47582205,-2.888781431
adorable,7.81,4,7,-4,8,6.5375,1.482591876,2.47582205,-2.888781431
gangrene,2.28,4,6,-4,8,7.13575,1.482591876,1.47582205,-2.888781431
scissors,5.05,4,6,-4,8,6.06875,1.482591876,1.47582205,-2.888781431
abortion,3.5,3,6,0,8,6.678875,0.482591876,1.47582205,1.111218569
friendly,8.43,5,6,0,8,5.6105,2.482591876,1.47582205,1.111218569
scornful,3.02,5,7,0,8,4.795375,2.482591876,2.47582205,1.111218569
scorpion,3.69,3,7,2,8,5.71925,0.482591876,2.47582205,3.111218569
sailboat,7.25,4,7,-2,8,6.463375,1.482591876,2.47582205,-0.888781431
troubled,2.17,4,5,-2,8,5.9725,1.482591876,0.47582205,-0.888781431
bankrupt,2,4,7,0,8,4.61375,1.482591876,2.47582205,1.111218569
twilight,7.23,4,7,0,8,5.81725,1.482591876,2.47582205,1.111218569
daylight,6.8,4,7,0,8,5.31875,1.482591876,2.47582205,1.111218569
sapphire,7,2,6,0,8,6.262625,-0.517408124,1.47582205,1.111218569
criminal,2.93,3,7,2,8,5.506,0.482591876,2.47582205,3.111218569
disaster,1.73,2,7,-6,8,7.473125,-0.517408124,2.47582205,-4.888781431
elevator,5.44,4,7,-4,8,7.6405,1.482591876,2.47582205,-2.888781431
burdened,2.5,4,5,-4,8,6.362,1.482591876,0.47582205,-2.888781431
curtains,4.83,4,6,-2,8,6.099,1.482591876,1.47582205,-0.888781431
birthday,7.84,5,6,-2,8,5.498625,2.482591876,1.47582205,-0.888781431
corridor,4.88,6,6,-2,8,5.872,3.482591876,1.47582205,-0.888781431
busybody,5.17,7,7,0,8,3.472125,4.482591876,2.47582205,1.111218569
vigorous,6.79,6,7,0,8,5.005625,3.482591876,2.47582205,1.111218569
ridicule,3.13,6,7,0,8,5.804875,3.482591876,2.47582205,1.111218569
ambition,7.04,5,7,2,8,6.163625,2.482591876,2.47582205,3.111218569
sickness,2.25,4,6,-2,8,6.119,1.482591876,1.47582205,-0.888781431
thankful,6.89,5,7,2,8,4.981125,2.482591876,2.47582205,3.111218569
disloyal,1.93,5,6,2,8,5.4055,2.482591876,1.47582205,3.111218569
spanking,3.55,4,6,2,8,4.95925,1.482591876,1.47582205,3.111218569
smallpox,2.52,4,6,2,8,4.317,1.482591876,1.47582205,3.111218569
champion,8.44,3,7,4,8,5.325,0.482591876,2.47582205,5.111218569
contents,4.89,4,7,-2,8,7.616,1.482591876,2.47582205,-0.888781431
contempt,3.85,4,7,0,8,6.523375,1.482591876,2.47582205,1.111218569
confused,3.21,4,6,-2,8,5.66325,1.482591876,1.47582205,-0.888781431
romantic,8.32,6,7,0,8,6.2025,3.482591876,2.47582205,1.111218569
consoled,5.78,4,5,0,8,6.4815,1.482591876,0.47582205,1.111218569
clothing,6.54,4,6,2,8,5.64925,1.482591876,1.47582205,3.111218569
windmill,5.6,3,6,4,8,4.71875,0.482591876,1.47582205,5.111218569
applause,7.5,4,6,0,8,5.7505,1.482591876,1.47582205,1.111218569
building,5.29,4,7,2,8,4.403,1.482591876,2.47582205,3.111218569
computer,6.24,2,7,0,8,5.640875,-0.517408124,2.47582205,1.111218569
sunlight,7.76,4,6,2,8,5.49875,1.482591876,1.47582205,3.111218569
syphilis,1.68,2,7,4,8,5.076,-0.517408124,2.47582205,5.111218569
overcast,3.65,1,7,-6,8,6.68825,-1.517408124,2.47582205,-4.888781431
massacre,2.28,1,6,-6,8,6.608125,-1.517408124,1.47582205,-4.888781431
headache,2.02,3,7,-4,8,7.620125,0.482591876,2.47582205,-2.888781431
paradise,8.72,3,7,-4,8,6.81225,0.482591876,2.47582205,-2.888781431
prestige,7.26,3,7,-4,8,7.2105,0.482591876,2.47582205,-2.888781431
pressure,3.38,3,6,-4,8,6.839875,0.482591876,1.47582205,-2.888781431
material,5.26,4,7,-2,8,7.1845,1.482591876,2.47582205,-0.888781431
hardship,2.45,2,7,0,8,5.727125,-0.517408124,2.47582205,1.111218569
narcotic,4.29,5,7,-2,8,6.2495,2.482591876,2.47582205,-0.888781431
kerchief,5.11,3,7,-2,8,6.279125,0.482591876,2.47582205,-0.888781431
irritate,3.11,3,6,-4,8,8.110875,0.482591876,1.47582205,-2.888781431
kerosene,4.8,5,7,-2,8,8.181,2.482591876,2.47582205,-0.888781431
identity,6.57,6,6,0,8,7.21525,3.482591876,1.47582205,1.111218569
medicine,5.67,5,6,0,8,6.94075,2.482591876,1.47582205,1.111218569
jealousy,2.51,4,6,2,8,5.451625,1.482591876,1.47582205,3.111218569
progress,7.73,3,5,-4,8,6.097625,0.482591876,0.47582205,-2.888781431
pancakes,6.08,5,7,-2,8,5.949375,2.482591876,2.47582205,-0.888781431
handsome,7.93,5,7,0,8,6.775625,2.482591876,2.47582205,1.111218569
laughter,8.45,5,7,-2,8,6.3505,2.482591876,2.47582205,-0.888781431
handicap,3.29,6,7,0,8,5.638375,3.482591876,2.47582205,1.111218569
neurotic,4.45,7,7,0,8,6.813375,4.482591876,2.47582205,1.111218569
memories,7.48,5,7,0,8,7.125375,2.482591876,2.47582205,1.111218569
helpless,2.2,3,6,0,8,6.766375,0.482591876,1.47582205,1.111218569
pamphlet,4.79,3,7,2,8,5.7885,0.482591876,2.47582205,3.111218569
interest,6.97,1,7,-4,8,8.693125,-1.517408124,2.47582205,-2.888781431
murderer,1.53,1,5,-4,8,6.59775,-1.517408124,0.47582205,-2.888781431
powerful,6.84,2,6,0,8,4.937,-0.517408124,1.47582205,1.111218569
pleasure,8.28,3,7,-2,8,6.824625,0.482591876,2.47582205,-0.888781431
insecure,2.36,3,6,-2,8,7.121625,0.482591876,1.47582205,-0.888781431
umbrella,5.16,3,4,0,8,5.19525,0.482591876,-0.52417795,1.111218569
inferior,3.07,3,7,0,8,6.8865,0.482591876,2.47582205,1.111218569
mutation,3.91,2,6,2,8,6.583125,-0.517408124,1.47582205,3.111218569
listless,4.12,3,6,-2,8,6.969375,0.482591876,1.47582205,-0.888781431
intruder,2.77,3,5,-2,8,6.80725,0.482591876,0.47582205,-0.888781431
outdoors,7.47,3,6,0,8,6.36275,0.482591876,1.47582205,1.111218569
muscular,6.82,3,6,0,8,4.40125,0.482591876,1.47582205,1.111218569
mischief,5.57,3,7,0,8,5.808875,0.482591876,2.47582205,1.111218569
mosquito,2.8,4,7,2,8,5.32775,1.482591876,2.47582205,3.111218569
luscious,7.5,3,7,2,8,4.93125,0.482591876,2.47582205,3.111218569
industry,5.3,4,6,0,8,5.50875,1.482591876,1.47582205,1.111218569
mushroom,5.78,4,5,4,8,5.124,1.482591876,0.47582205,5.111218569
intimate,7.61,3,7,0,8,7.7585,0.482591876,2.47582205,1.111218569
inspired,7.15,3,6,0,8,6.484875,0.482591876,1.47582205,1.111218569
mutilate,1.82,3,6,0,8,6.892,0.482591876,1.47582205,1.111218569
hospital,5.04,4,7,2,8,6.258875,1.482591876,2.47582205,3.111218569
insolent,4.35,5,6,2,8,7.510125,2.482591876,1.47582205,3.111218569
optimism,6.95,4,7,4,8,5.445375,1.482591876,2.47582205,5.111218569
mobility,6.83,4,7,4,8,5.049,1.482591876,2.47582205,5.111218569
nonsense,4.61,3,7,0,8,8.2265,0.482591876,2.47582205,1.111218569
immature,3.39,3,6,0,8,6.306,0.482591876,1.47582205,1.111218569
nuisance,3.27,3,5,0,8,6.65,0.482591876,0.47582205,1.111218569
kindness,7.82,3,5,0,8,6.355625,0.482591876,0.47582205,1.111218569
innocent,6.51,3,5,2,8,7.4075,0.482591876,0.47582205,3.111218569
impotent,2.81,3,7,2,8,7.046375,0.482591876,2.47582205,3.111218569
mountain,6.59,2,6,4,8,6.29475,-0.517408124,1.47582205,5.111218569
waterfall,7.88,1,6,-5,9,6.301888889,-1.517408124,1.47582205,-3.888781431
regretful,2.28,1,6,-5,9,6.384444444,-1.517408124,1.47582205,-3.888781431
fragrance,6.07,2,5,-7,9,6.087111111,-0.517408124,0.47582205,-5.888781431
affection,8.39,1,6,-3,9,6.487222222,-1.517408124,1.47582205,-1.888781431
agreement,7.08,4,6,-5,9,8.054,1.482591876,1.47582205,-3.888781431
advantage,6.95,2,8,-7,9,6.694888889,-0.517408124,3.47582205,-5.888781431
adventure,7.6,4,8,-5,9,7.039111111,1.482591876,3.47582205,-3.888781431
terrified,1.72,4,6,-5,9,7.427444444,1.482591876,1.47582205,-3.888781431
terrorist,1.69,4,7,-5,9,7.730555556,1.482591876,2.47582205,-3.888781431
execution,2.37,3,7,-1,9,6.819111111,0.482591876,2.47582205,0.111218569
fascinate,7.34,2,8,-5,9,7.016,-0.517408124,3.47582205,-3.888781431
astronaut,6.66,4,7,-3,9,7.086,1.482591876,2.47582205,-1.888781431
satisfied,7.94,4,7,-5,9,6.999111111,1.482591876,2.47582205,-3.888781431
scapegoat,3.67,4,8,-5,9,6.516888889,1.482591876,3.47582205,-3.888781431
abduction,2.76,3,8,-1,9,5.525555556,0.482591876,3.47582205,0.111218569
avalanche,3.29,6,8,-3,9,6.425666667,3.482591876,3.47582205,-1.888781431
beautiful,7.6,5,8,-1,9,5.572444444,2.482591876,3.47582205,0.111218569
easygoing,7.2,4,8,-1,9,6.046888889,1.482591876,3.47582205,0.111218569
decompose,3.2,2,6,-1,9,6.457222222,-0.517408124,1.47582205,0.111218569
depressed,1.83,2,5,-7,9,7.464666667,-0.517408124,0.47582205,-5.888781431
education,6.69,3,7,-1,9,6.771111111,0.482591876,2.47582205,0.111218569
scorching,3.76,4,8,-1,9,5.245444444,1.482591876,3.47582205,0.111218569
repentant,5.53,6,8,-3,9,8.121888889,3.482591876,3.47582205,-1.888781431
valentine,8.11,6,8,-1,9,7.566,3.482591876,3.47582205,0.111218569
sentiment,5.98,6,8,-1,9,8.079222222,3.482591876,3.47582205,0.111218569
athletics,6.61,4,8,-3,9,7.241666667,1.482591876,3.47582205,-1.888781431
abundance,6.59,4,6,-3,9,5.979888889,1.482591876,1.47582205,-1.888781431
butterfly,7.17,3,6,-3,9,5.475333333,0.482591876,1.47582205,-1.888781431
embattled,4.39,4,6,-5,9,7.095444444,1.482591876,1.47582205,-3.888781431
fireworks,7.55,6,8,-3,9,5.648444444,3.482591876,3.47582205,-1.888781431
disgusted,2.45,4,7,-5,9,6.073,1.482591876,2.47582205,-3.888781431
suffocate,1.56,4,7,-5,9,5.972777778,1.482591876,2.47582205,-3.888781431
blasphemy,3.75,5,7,1,9,5.012888889,2.482591876,2.47582205,2.111218569
blackmail,2.95,5,8,1,9,4.311333333,2.482591876,3.47582205,2.111218569
sheltered,5.75,4,7,-5,9,8.205333333,1.482591876,2.47582205,-3.888781431
christmas,7.8,6,8,-3,9,6.012444444,3.482591876,3.47582205,-1.888781431
surprised,7.47,6,7,-3,9,5.915111111,3.482591876,2.47582205,-1.888781431
slaughter,1.64,6,8,-3,9,6.347888889,3.482591876,3.47582205,-1.888781431
skeptical,4.52,7,8,-1,9,5.858444444,4.482591876,3.47582205,0.111218569
cockroach,2.81,7,8,-1,9,4.931111111,4.482591876,3.47582205,0.111218569
dignified,7.1,6,7,-1,9,5.899777778,3.482591876,2.47582205,0.111218569
ambulance,2.47,6,7,-1,9,5.472,3.482591876,2.47582205,0.111218569
anguished,2.12,6,7,-1,9,6.225666667,3.482591876,2.47582205,0.111218569
alcoholic,2.84,4,7,3,9,5.539444444,1.482591876,2.47582205,4.111218569
confident,7.98,6,7,-1,9,6.554666667,3.482591876,2.47582205,0.111218569
toothache,1.98,6,7,-1,9,7.662777778,3.482591876,2.47582205,0.111218569
chocolate,6.88,4,7,-1,9,6.735777778,1.482591876,2.47582205,0.111218569
appliance,5.1,4,6,1,9,5.935111111,1.482591876,1.47582205,2.111218569
enjoyment,7.8,4,6,3,9,6.666444444,1.482591876,1.47582205,4.111218569
masterful,7.09,2,7,-3,9,5.961777778,-0.517408124,2.47582205,-1.888781431
obsession,4.52,2,7,-1,9,6.878222222,-0.517408124,2.47582205,0.111218569
headlight,5.24,5,8,-1,9,6.596888889,2.482591876,3.47582205,0.111218569
paralysis,1.98,5,8,-1,9,5.541,2.482591876,3.47582205,0.111218569
orchestra,6.02,3,7,-5,9,7.178777778,0.482591876,2.47582205,-3.888781431
protected,7.29,3,6,-5,9,7.330444444,0.482591876,1.47582205,-3.888781431
hairdryer,4.84,5,8,-3,9,6.457444444,2.482591876,3.47582205,-1.888781431
hamburger,6.27,5,7,-3,9,5.289777778,2.482591876,2.47582205,-1.888781431
leisurely,6.88,6,8,1,9,6.385111111,3.482591876,3.47582205,2.111218569
penthouse,6.81,5,8,1,9,7.313777778,2.482591876,3.47582205,2.111218569
haphazard,4.02,3,6,-3,9,5.436888889,0.482591876,1.47582205,-1.888781431
ignorance,3.07,5,7,-1,9,6.624888889,2.482591876,2.47582205,0.111218569
obnoxious,3.5,5,8,3,9,5.218111111,2.482591876,3.47582205,4.111218569
promotion,8.2,4,8,5,9,6.179333333,1.482591876,3.47582205,6.111218569
infection,1.66,2,7,1,9,6.856111111,-0.517408124,2.47582205,2.111218569
hurricane,3.34,5,6,-1,9,6.465777778,2.482591876,1.47582205,0.111218569
incentive,7,5,7,-1,9,7.294444444,2.482591876,2.47582205,0.111218569
intellect,6.82,3,6,-1,9,7.562555556,0.482591876,1.47582205,0.111218569
lightbulb,5.61,5,7,1,9,4.213666667,2.482591876,2.47582205,2.111218569
nightmare,1.91,5,8,-1,9,6.682444444,2.482591876,3.47582205,0.111218569
lightning,4.57,5,8,3,9,5.626111111,2.482591876,3.47582205,4.111218569
impressed,7.33,1,6,-3,9,6.622111111,-1.517408124,1.47582205,-1.888781431
knowledge,7.58,3,7,-1,9,5.898333333,0.482591876,2.47582205,0.111218569
humiliate,2.24,1,6,3,9,6.571111111,-1.517408124,1.47582205,4.111218569
aggressive,5.1,2,6,-8,10,6.4186,-0.517408124,1.47582205,-6.888781431
sweetheart,8.42,2,6,-8,10,8.5153,-0.517408124,1.47582205,-6.888781431
restaurant,6.76,4,9,-6,10,7.4956,1.482591876,4.47582205,-4.888781431
acceptance,7.98,4,6,-6,10,6.7818,1.482591876,1.47582205,-4.888781431
excellence,8.38,4,6,-4,10,7.1321,1.482591876,1.47582205,-2.888781431
respectful,7.22,3,7,-4,10,6.0496,0.482591876,2.47582205,-2.888781431
excitement,7.5,6,9,-4,10,7.5271,3.482591876,4.47582205,-2.888781431
despairing,2.43,6,8,-2,10,6.2061,3.482591876,3.47582205,-0.888781431
astonished,6.56,4,8,-2,10,7.4148,1.482591876,3.47582205,-0.888781431
frustrated,2.48,2,6,-8,10,6.6521,-0.517408124,1.47582205,-6.888781431
depression,1.85,3,7,-2,10,7.1449,0.482591876,2.47582205,-0.888781431
triumphant,8.82,4,7,2,10,5.9168,1.482591876,2.47582205,3.111218569
distressed,1.94,2,6,-8,10,7.49,-0.517408124,1.47582205,-6.888781431
disdainful,3.68,5,9,0,10,5.2692,2.482591876,4.47582205,1.111218569
discomfort,2.19,6,8,-2,10,5.5019,3.482591876,3.47582205,-0.888781431
disappoint,2.39,4,8,2,10,5.9849,1.482591876,3.47582205,3.111218569
displeased,2.79,4,8,-4,10,6.7651,1.482591876,3.47582205,-2.888781431
suspicious,3.76,6,9,2,10,5.0647,3.482591876,4.47582205,3.111218569
skyscraper,5.88,4,9,-4,10,5.2954,1.482591876,4.47582205,-2.888781431
thoughtful,7.65,5,8,2,10,5.1591,2.482591876,3.47582205,3.111218569
guillotine,2.48,4,7,4,10,6.2769,1.482591876,2.47582205,5.111218569
employment,6.47,4,7,4,10,6.1456,1.482591876,2.47582205,5.111218569
perfection,7.25,2,7,-2,10,6.8608,-0.517408124,2.47582205,-0.888781431
masturbate,5.45,3,8,-6,10,6.6118,0.482591876,3.47582205,-4.888781431
unfaithful,2.05,6,8,2,10,5.1029,3.482591876,3.47582205,3.111218569
untroubled,7.62,5,6,0,10,5.7287,2.482591876,1.47582205,1.111218569
lighthouse,5.89,5,9,2,10,6.3544,2.482591876,4.47582205,3.111218569
inhabitant,5.05,5,8,0,10,6.9462,2.482591876,3.47582205,1.111218569
