Word,Valence Mean,LR_switch,finger_switch,rha,word_length,letter_freq,hand_c,finger_c,rha_c
silly,7.41,1,3,3,5,4.6634,-1.517408124,-1.52417795,4.111218569
bunny,7.24,1,1,3,5,3.9444,-1.517408124,-3.52417795,4.111218569
ennui,5.09,1,2,3,5,7.1848,-1.517408124,-2.52417795,4.111218569
skull,4.27,1,3,3,5,3.5814,-1.517408124,-1.52417795,4.111218569
dummy,3.38,1,1,3,5,2.7594,-1.517408124,-3.52417795,4.111218569
annoy,2.74,1,3,3,5,6.2292,-1.517408124,-1.52417795,4.111218569
gloom,1.88,1,2,3,5,4.692,-1.517408124,-2.52417795,4.111218569
peace,7.72,1,3,-3,5,7.6564,-1.517408124,-1.52417795,-1.888781431
heart,7.39,1,3,-3,5,8.4012,-1.517408124,-1.52417795,-1.888781431
pasta,6.69,1,4,-3,5,6.7292,-1.517408124,-0.52417795,-1.888781431
merry,7.9,2,3,-1,5,5.8112,-0.517408124,-1.52417795,0.111218569
party,7.86,2,3,-1,5,5.4226,-0.517408124,-1.52417795,0.111218569
learn,7.15,2,4,-1,5,7.526,-0.517408124,-0.52417795,0.111218569
ocean,7.12,2,3,-1,5,7.5814,-0.517408124,-1.52417795,0.111218569
jewel,7,2,4,-1,5,6.3884,-0.517408124,-0.52417795,0.111218569
metal,4.95,2,4,-1,5,7.2712,-0.517408124,-0.52417795,0.111218569
nasty,3.58,2,4,-1,5,6.4546,-0.517408124,-0.52417795,0.111218569
messy,3.15,2,3,-1,5,5.9472,-0.517408124,-1.52417795,0.111218569
yacht,6.95,3,4,-1,5,5.6146,0.482591876,-0.52417795,0.111218569
habit,4.11,3,4,-1,5,6.355,0.482591876,-0.52417795,0.111218569
pride,7,3,3,-1,5,6.3674,0.482591876,-1.52417795,0.111218569
naked,6.34,3,3,-1,5,6.5286,0.482591876,-1.52417795,0.111218569
paper,5.2,3,4,-1,5,6.1428,0.482591876,-0.52417795,0.111218569
prick,3.98,4,4,1,5,3.6872,1.482591876,-0.52417795,2.111218569
proud,8.03,3,4,1,5,4.4868,0.482591876,-0.52417795,2.111218569
penis,5.9,3,4,1,5,6.9346,0.482591876,-0.52417795,2.111218569
paint,5.62,3,4,1,5,6.5734,0.482591876,-0.52417795,2.111218569
urine,3.25,3,4,1,5,7.0324,0.482591876,-0.52417795,2.111218569
idiot,3.16,3,4,1,5,6.9496,0.482591876,-0.52417795,2.111218569
panic,3.12,3,4,1,5,5.3186,0.482591876,-0.52417795,2.111218569
happy,8.21,2,3,3,5,4.0186,-0.517408124,-1.52417795,4.111218569
jelly,5.66,2,3,3,5,4.5758,-0.517408124,-1.52417795,4.111218569
loved,8.64,1,2,-1,5,5.893,-1.517408124,-2.52417795,0.111218569
pizza,6.65,1,2,-1,5,3.442,-1.517408124,-2.52417795,0.111218569
power,6.54,1,4,-1,5,6.097,-1.517408124,-0.52417795,0.111218569
nurse,6.08,1,3,-1,5,6.9046,-1.517408124,-1.52417795,0.111218569
horse,5.89,1,4,-1,5,7.7234,-1.517408124,-0.52417795,0.111218569
phase,5.17,1,4,-1,5,7.0438,-1.517408124,-0.52417795,0.111218569
loser,2.25,1,3,-1,5,7.3096,-1.517408124,-1.52417795,0.111218569
upset,2,1,4,-1,5,6.5544,-1.517408124,-0.52417795,0.111218569
ulcer,1.78,1,3,-1,5,5.6508,-1.517408124,-1.52417795,0.111218569
moral,6.2,2,4,1,5,5.6184,-0.517408124,-0.52417795,2.111218569
hotel,6,2,4,1,5,7.8768,-0.517408124,-0.52417795,2.111218569
muddy,4.44,2,2,1,5,3.1288,-0.517408124,-2.52417795,2.111218569
music,8.13,3,3,1,5,4.2478,0.482591876,-1.52417795,2.111218569
movie,6.86,3,4,1,5,6.1118,0.482591876,-0.52417795,2.111218569
plane,6.43,3,4,1,5,6.7144,0.482591876,-0.52417795,2.111218569
plant,5.98,3,4,1,5,5.9852,0.482591876,-0.52417795,2.111218569
mucus,3.34,3,3,1,5,3.4062,0.482591876,-1.52417795,2.111218569
lucky,8.17,2,4,3,5,2.4622,-0.517408124,-0.52417795,4.111218569
plain,4.39,2,4,3,5,5.5672,-0.517408124,-0.52417795,4.111218569
house,7.26,1,4,1,5,7.0776,-1.517408124,-0.52417795,2.111218569
noose,3.76,1,3,1,5,8.1584,-1.517408124,-1.52417795,2.111218569
knife,3.62,1,4,1,5,5.8834,-1.517408124,-0.52417795,2.111218569
louse,2.81,1,3,1,5,6.6638,-1.517408124,-1.52417795,2.111218569
money,7.59,2,4,3,5,6.2676,-0.517408124,-0.52417795,4.111218569
loyal,7.55,2,3,3,5,5.1396,-0.517408124,-1.52417795,4.111218569
youth,6.75,2,4,3,5,5.4778,-0.517408124,-0.52417795,4.111218569
honey,6.73,2,4,3,5,7.0052,-0.517408124,-0.52417795,4.111218569
month,5.15,2,4,3,5,6.3624,-0.517408124,-0.52417795,4.111218569
noisy,5.02,2,4,3,5,5.9046,-0.517408124,-0.52417795,4.111218569
pinch,3.83,2,4,3,5,4.904,-0.517408124,-0.52417795,4.111218569
moody,3.2,2,3,3,5,4.7294,-0.517408124,-1.52417795,4.111218569
humor,8.56,1,2,3,5,4.9504,-1.517408124,-2.52417795,4.111218569
honor,7.66,1,4,3,5,6.7688,-1.517408124,-0.52417795,4.111218569
young,6.89,1,3,3,5,4.2006,-1.517408124,-1.52417795,4.111218569
puppy,7.56,0,3,5,5,2.1038,-2.517408124,-1.52417795,6.111218569
jolly,7.41,0,2,5,5,3.5368,-2.517408124,-2.52417795,6.111218569
caress,7.84,0,4,-6,6,7.048666667,-2.517408124,-0.52417795,-4.888781431
reward,7.53,0,5,-6,6,6.576,-2.517408124,0.47582205,-4.888781431
breeze,6.85,0,3,-6,6,7.609833333,-2.517408124,-1.52417795,-4.888781431
breast,6.5,0,4,-6,6,7.2885,-2.517408124,-0.52417795,-4.888781431
garter,6.22,0,4,-6,6,7.319,-2.517408124,-0.52417795,-4.888781431
street,5.22,0,3,-6,6,9.305,-2.517408124,-1.52417795,-4.888781431
dagger,3.38,0,4,-6,6,5.8565,-2.517408124,-0.52417795,-4.888781431
beggar,3.22,0,4,-6,6,5.396333333,-2.517408124,-0.52417795,-4.888781431
severe,3.2,0,5,-6,6,8.566333333,-2.517408124,0.47582205,-4.888781431
scared,2.78,0,4,-6,6,6.703,-2.517408124,-0.52417795,-4.888781431
detest,2.17,0,4,-6,6,9.016,-2.517408124,-0.52417795,-4.888781431
stress,2.09,0,3,-6,6,7.787666667,-2.517408124,-1.52417795,-4.888781431
travel,7.1,1,4,-4,6,6.819166667,-1.517408124,-0.52417795,-2.888781431
garden,6.71,1,4,-4,6,6.6455,-1.517408124,-0.52417795,-2.888781431
barrel,5.05,1,4,-4,6,6.393333333,-1.517408124,-0.52417795,-2.888781431
scream,3.88,1,5,-4,6,6.395166667,-1.517408124,0.47582205,-2.888781431
dreary,3.05,1,5,-4,6,6.511666667,-1.517408124,0.47582205,-2.888781431
betray,1.68,1,4,-4,6,6.563,-1.517408124,-0.52417795,-2.888781431
rescue,7.7,2,5,-4,6,7.209666667,-0.517408124,0.47582205,-2.888781431
dazzle,7.29,2,3,-4,6,4.8825,-0.517408124,-1.52417795,-2.888781431
rabbit,6.57,2,4,-4,6,5.526666667,-0.517408124,-0.52417795,-2.888781431
fabric,5.3,2,4,-4,6,4.603666667,-0.517408124,-0.52417795,-2.888781431
statue,5.17,2,5,-4,6,8.011,-0.517408124,0.47582205,-2.888781431
rattle,5.03,2,4,-4,6,8.1655,-0.517408124,-0.52417795,-2.888781431
errand,4.58,2,4,-4,6,7.3075,-0.517408124,-0.52417795,-2.888781431
resent,3.76,2,5,-4,6,8.9205,-0.517408124,0.47582205,-2.888781431
feeble,3.26,2,4,-4,6,7.641833333,-0.517408124,-0.52417795,-2.888781431
deceit,2.9,2,2,-4,6,8.076833333,-0.517408124,-2.52417795,-2.888781431
afraid,2,2,4,-4,6,5.961333333,-0.517408124,-0.52417795,-2.888781431
detail,5.55,1,4,-2,6,7.528166667,-1.517408124,-0.52417795,-0.888781431
desire,7.69,2,4,-4,6,8.156166667,-0.517408124,-0.52417795,-2.888781431
secure,7.57,2,4,-4,6,7.209666667,-0.517408124,-0.52417795,-2.888781431
father,7.08,2,5,-4,6,7.372333333,-0.517408124,0.47582205,-2.888781431
basket,5.45,2,5,-4,6,6.419333333,-0.517408124,0.47582205,-2.888781431
absurd,4.26,2,5,-4,6,4.830666667,-0.517408124,0.47582205,-2.888781431
excuse,4.05,2,5,-4,6,6.236833333,-0.517408124,0.47582205,-2.888781431
addict,2.48,2,4,-4,6,5.912833333,-0.517408124,-0.52417795,-2.888781431
rabies,1.77,2,5,-4,6,6.940166667,-0.517408124,0.47582205,-2.888781431
beauty,7.82,3,5,-2,6,6.024833333,0.482591876,0.47582205,-0.888781431
warmth,7.41,3,5,-2,6,5.678333333,0.482591876,0.47582205,-0.888781431
stench,2.19,3,5,-2,6,7.285,0.482591876,0.47582205,-0.888781431
savior,7.73,2,5,-2,6,5.988666667,-0.517408124,0.47582205,-0.888781431
strong,7.11,2,4,-2,6,6.2735,-0.517408124,-0.52417795,-0.888781431
vagina,6.14,2,5,-2,6,5.507,-0.517408124,0.47582205,-0.888781431
avenue,5.5,2,4,-2,6,7.342666667,-0.517408124,-0.52417795,-0.888781431
revolt,4.13,2,4,-2,6,6.709166667,-0.517408124,-0.52417795,-0.888781431
trauma,2.1,2,3,-2,6,6.090166667,-0.517408124,-1.52417795,-0.888781431
casino,6.81,1,5,0,6,6.416333333,-1.517408124,0.47582205,1.111218569
weapon,3.97,1,5,0,6,6.569,-1.517408124,0.47582205,1.111218569
dancer,7.14,2,4,-4,6,6.773333333,-0.517408124,-0.52417795,-2.888781431
tender,6.93,2,4,-4,6,8.574833333,-0.517408124,-0.52417795,-2.888781431
gender,5.73,2,4,-4,6,7.401333333,-0.517408124,-0.52417795,-2.888781431
writer,5.52,2,5,-4,6,7.176333333,-0.517408124,0.47582205,-2.888781431
square,4.74,2,5,-4,6,6.006,-0.517408124,0.47582205,-2.888781431
damage,3.05,2,5,-4,6,6.285,-0.517408124,0.47582205,-2.888781431
danger,2.95,2,5,-4,6,6.6455,-0.517408124,0.47582205,-2.888781431
cancer,1.5,2,4,-4,6,6.528166667,-0.517408124,-0.52417795,-2.888781431
crutch,3.43,3,5,-2,6,4.909833333,0.482591876,0.47582205,-0.888781431
scurvy,3.19,3,4,-2,6,3.467666667,0.482591876,-0.52417795,-0.888781431
brutal,2.8,3,4,-2,6,5.2475,0.482591876,-0.52417795,-0.888781431
vandal,2.71,3,5,-2,6,5.389833333,0.482591876,0.47582205,-0.888781431
friend,7.74,4,4,-2,6,6.480833333,1.482591876,-0.52417795,-0.888781431
talent,7.56,4,5,-2,6,8.2925,1.482591876,0.47582205,-0.888781431
bright,7.5,4,4,-2,6,5.268333333,1.482591876,-0.52417795,-0.888781431
erotic,7.43,4,5,-2,6,7.5,1.482591876,0.47582205,-0.888781431
gentle,7.31,4,5,-2,6,7.874833333,1.482591876,0.47582205,-0.888781431
rancid,4.34,4,5,-2,6,5.817333333,1.482591876,0.47582205,-0.888781431
frigid,3.5,4,4,-2,6,4.735833333,1.482591876,-0.52417795,-0.888781431
crisis,2.74,4,5,-2,6,5.8925,1.482591876,0.47582205,-0.888781431
salute,5.92,2,5,-2,6,7.1725,-0.517408124,0.47582205,-0.888781431
banner,5.4,2,4,-2,6,6.974333333,-0.517408124,-0.52417795,-0.888781431
cellar,4.32,2,3,-2,6,6.281333333,-0.517408124,-1.52417795,-0.888781431
tamper,4.1,2,5,-2,6,6.707833333,-0.517408124,0.47582205,-0.888781431
vanity,4.3,3,5,0,6,5.648333333,0.482591876,0.47582205,1.111218569
broken,3.05,3,4,0,6,5.868166667,0.482591876,-0.52417795,1.111218569
famous,6.98,2,5,0,6,4.898833333,-0.517408124,0.47582205,1.111218569
tennis,6.02,2,4,0,6,8.0915,-0.517408124,-0.52417795,1.111218569
stupid,2.31,2,5,0,6,5.214833333,-0.517408124,0.47582205,1.111218569
trophy,7.78,1,3,2,6,5.4245,-1.517408124,-1.52417795,3.111218569
family,7.65,1,5,2,6,4.294333333,-1.517408124,0.47582205,3.111218569
cannon,4.9,1,4,2,6,6.4505,-1.517408124,-0.52417795,3.111218569
elated,7.45,2,4,-4,6,8.484166667,-0.517408124,-0.52417795,-2.888781431
answer,6.63,2,4,-4,6,7.048666667,-0.517408124,-0.52417795,-2.888781431
butter,5.33,2,4,-4,6,6.841833333,-0.517408124,-0.52417795,-2.888781431
coarse,4.55,2,5,-4,6,7.245333333,-0.517408124,0.47582205,-2.888781431
coward,2.74,2,5,-4,6,5.176,-0.517408124,0.47582205,-2.888781431
robber,2.61,2,4,-4,6,5.861166667,-0.517408124,-0.52417795,-2.888781431
flabby,2.66,3,4,-2,6,3.229666667,0.482591876,-0.52417795,-0.888781431
rotten,2.26,3,4,-2,6,8.5095,0.482591876,-0.52417795,-0.888781431
cuddle,7.72,4,4,-2,6,5.128833333,1.482591876,-0.52417795,-0.888781431
circus,7.3,4,5,-2,6,4.600333333,1.482591876,0.47582205,-0.888781431
virtue,6.22,4,4,-2,6,6.407833333,1.482591876,-0.52417795,-0.888781431
bottle,6.15,4,4,-2,6,7.306333333,1.482591876,-0.52417795,-0.888781431
circle,5.67,4,5,-2,6,5.874,1.482591876,0.47582205,-0.888781431
doctor,5.2,4,5,-2,6,6.182,1.482591876,0.47582205,-0.888781431
shadow,4.35,4,5,-2,6,5.784666667,1.482591876,0.47582205,-0.888781431
virgin,6.45,3,4,0,6,4.9435,0.482591876,-0.52417795,1.111218569
custom,5.85,3,5,0,6,5.139333333,0.482591876,0.47582205,1.111218569
gossip,3.48,3,4,0,6,5.1785,0.482591876,-0.52417795,1.111218569
coffin,2.56,3,4,0,6,4.743333333,0.482591876,-0.52417795,1.111218569
victim,2.18,3,5,0,6,4.859,0.482591876,0.47582205,1.111218569
riches,7.7,4,5,-2,6,6.809666667,1.482591876,0.47582205,-0.888781431
chance,6.02,4,4,-2,6,6.546,1.482591876,-0.52417795,-0.888781431
corner,4.36,4,5,-2,6,6.952333333,1.482591876,0.47582205,-0.888781431
wicked,2.96,4,4,-2,6,4.9725,1.482591876,-0.52417795,-0.888781431
shamed,2.5,4,4,-2,6,6.658166667,1.482591876,-0.52417795,-0.888781431
corpse,2.18,4,5,-2,6,6.205666667,1.482591876,0.47582205,-0.888781431
social,6.88,5,5,0,6,5.962333333,2.482591876,0.47582205,1.111218569
theory,5.3,5,5,0,6,7.22,2.482591876,0.47582205,1.111218569
shriek,3.93,5,5,0,6,6.474666667,2.482591876,0.47582205,1.111218569
burial,2.05,5,5,0,6,4.899166667,2.482591876,0.47582205,1.111218569
spring,7.76,4,5,0,6,4.9955,1.482591876,0.47582205,1.111218569
engine,5.2,4,5,0,6,7.9805,1.482591876,0.47582205,1.111218569
thrill,8.05,3,4,2,6,6.0255,0.482591876,-0.52417795,3.111218569
vision,6.62,3,5,2,6,5.9155,0.482591876,0.47582205,3.111218569
autumn,6.3,3,3,2,6,5.315666667,0.482591876,-1.52417795,3.111218569
sunset,7.68,2,4,-2,6,7.319833333,-0.517408124,-0.52417795,-0.888781431
flower,6.64,2,4,-2,6,5.8015,-0.517408124,-0.52417795,-0.888781431
voyage,6.25,2,5,-2,6,5.557166667,-0.517408124,0.47582205,-0.888781431
wonder,6.03,2,4,-2,6,6.593,-0.517408124,-0.52417795,-0.888781431
golfer,5.61,2,4,-2,6,5.744,-0.517408124,-0.52417795,-0.888781431
sphere,5.33,2,5,-2,6,7.6235,-0.517408124,0.47582205,-0.888781431
finger,5.29,2,5,-2,6,6.107833333,-0.517408124,0.47582205,-0.888781431
spider,3.33,2,4,-2,6,6.360666667,-0.517408124,-0.52417795,-0.888781431
comedy,8.37,3,4,0,6,5.270666667,0.482591876,-0.52417795,1.111218569
church,6.28,3,4,0,6,4.416166667,0.482591876,-0.52417795,1.111218569
soothe,7.3,4,4,0,6,8.198833333,1.482591876,-0.52417795,1.111218569
spirit,7,4,5,0,6,6.205166667,1.482591876,0.47582205,1.111218569
window,5.91,4,5,0,6,5.0325,1.482591876,0.47582205,1.111218569
fungus,3.06,4,4,0,6,3.805833333,1.482591876,-0.52417795,1.111218569
solemn,4.32,3,3,2,6,6.619333333,0.482591876,-1.52417795,3.111218569
sinful,2.93,3,5,2,6,4.842166667,0.482591876,0.47582205,3.111218569
spouse,7.58,2,5,0,6,6.258333333,-0.517408124,0.47582205,1.111218569
dollar,7.47,2,3,0,6,5.660666667,-0.517408124,-1.52417795,1.111218569
dinner,7.16,2,4,0,6,7.234333333,-0.517408124,-0.52417795,1.111218569
clouds,6.18,2,4,0,6,4.608666667,-0.517408124,-0.52417795,1.111218569
runner,5.67,2,3,0,6,6.822,-0.517408124,-1.52417795,1.111218569
bullet,3.29,2,4,0,6,5.676333333,-0.517408124,-0.52417795,1.111218569
wounds,2.51,2,4,0,6,4.992333333,-0.517408124,-0.52417795,1.111218569
smooth,6.58,3,4,2,6,6.482833333,0.482591876,-0.52417795,3.111218569
clumsy,4,3,4,2,6,3.378666667,0.482591876,-0.52417795,3.111218569
bloody,2.9,3,3,2,6,4.459666667,0.482591876,-1.52417795,3.111218569
guilty,2.63,3,5,2,6,4.465666667,0.482591876,0.47582205,3.111218569
couple,7.41,2,5,2,6,5.283833333,-0.517408124,0.47582205,3.111218569
violin,5.43,1,4,4,6,5.531833333,-1.517408124,-0.52417795,5.111218569
column,5.17,1,2,4,6,4.371166667,-1.517408124,-2.52417795,5.111218569
leader,7.63,1,4,-4,6,7.972666667,-1.517408124,-0.52417795,-2.888781431
nectar,6.9,1,4,-4,6,7.573833333,-1.517408124,-0.52417795,-2.888781431
letter,6.61,1,4,-4,6,8.921333333,-1.517408124,-0.52417795,-2.888781431
hatred,1.98,1,3,-4,6,7.709833333,-1.517408124,-1.52417795,-2.888781431
orgasm,8.32,2,4,-2,6,5.4015,-0.517408124,-0.52417795,-0.888781431
pretty,7.75,2,4,-2,6,6.784,-0.517408124,-0.52417795,-0.888781431
heaven,7.3,2,5,-2,6,7.898666667,-0.517408124,0.47582205,-0.888781431
legend,6.39,3,5,-2,6,7.074333333,0.482591876,0.47582205,-0.888781431
patent,5.29,3,5,-2,6,7.943166667,0.482591876,0.47582205,-0.888781431
kettle,5.22,3,4,-2,6,8.052166667,0.482591876,-0.52417795,-0.888781431
icebox,4.95,3,4,-2,6,5.2665,0.482591876,-0.52417795,-0.888781431
needle,3.82,3,3,-2,6,8.8555,0.482591876,-1.52417795,-0.888781431
offend,2.76,3,4,-2,6,5.9445,0.482591876,-0.52417795,-0.888781431
maggot,2.06,3,4,-2,6,5.194333333,0.482591876,-0.52417795,-0.888781431
useful,7.14,2,5,0,6,5.133,-0.517408124,0.47582205,1.111218569
person,6.32,2,5,0,6,6.866833333,-0.517408124,0.47582205,1.111218569
nature,7.65,3,5,-2,6,7.569833333,0.482591876,0.47582205,-0.888781431
market,5.66,3,5,-2,6,6.515,0.482591876,0.47582205,-0.888781431
office,5.24,3,3,-2,6,5.7355,0.482591876,-1.52417795,-0.888781431
health,6.81,4,5,0,6,7.689666667,1.482591876,0.47582205,1.111218569
lavish,6.21,4,5,0,6,5.426166667,1.482591876,0.47582205,1.111218569
madman,3.91,4,5,0,6,5.358,1.482591876,0.47582205,1.111218569
method,5.56,3,5,0,6,7.003,0.482591876,0.47582205,1.111218569
heroin,4.36,2,5,2,6,7.6675,-0.517408124,0.47582205,3.111218569
palace,7.19,3,4,-2,6,6.295333333,0.482591876,-0.52417795,-0.888781431
priest,6.42,3,5,-2,6,7.161166667,0.482591876,0.47582205,-0.888781431
menace,2.88,3,4,-2,6,7.584666667,0.482591876,-0.52417795,-0.888781431
mantel,4.93,4,5,0,6,7.184166667,1.482591876,0.47582205,1.111218569
profit,7.63,5,5,0,6,5.612166667,2.482591876,0.47582205,1.111218569
mangle,3.9,5,5,0,6,6.010666667,2.482591876,0.47582205,1.111218569
pencil,5.22,4,5,2,6,5.858833333,1.482591876,0.47582205,3.111218569
prison,2.05,4,5,2,6,5.910833333,1.482591876,0.47582205,3.111218569
manner,5.64,3,4,0,6,7.126666667,0.482591876,-0.52417795,1.111218569
hammer,4.88,3,4,0,6,6.293666667,0.482591876,-0.52417795,1.111218569
maniac,3.76,3,5,0,6,5.872833333,0.482591876,0.47582205,1.111218569
manure,3.1,3,4,0,6,6.4615,0.482591876,-0.52417795,1.111218569
malice,2.69,3,4,0,6,6.174666667,0.482591876,-0.52417795,1.111218569
melody,7.07,4,4,2,6,5.477833333,1.482591876,-0.52417795,3.111218569
memory,6.62,4,5,2,6,5.497,1.482591876,0.47582205,3.111218569
people,7.33,3,5,2,6,6.799,0.482591876,0.47582205,3.111218569
yellow,5.61,3,3,2,6,5.432166667,0.482591876,-1.52417795,3.111218569
invest,5.93,1,5,-2,6,7.129666667,-1.517408124,0.47582205,-0.888781431
modest,5.76,1,4,-2,6,7.041833333,-1.517408124,-0.52417795,-0.888781431
poster,5.34,1,5,-2,6,7.251333333,-1.517408124,0.47582205,-0.888781431
insect,4.07,1,4,-2,6,7.430333333,-1.517408124,-0.52417795,-0.888781431
kitten,6.86,2,3,0,6,7.550166667,-0.517408124,-1.52417795,1.111218569
poetry,5.86,2,4,0,6,6.525833333,-0.517408124,-0.52417795,1.111218569
misery,1.93,2,5,0,6,6.060333333,-0.517408124,0.47582205,1.111218569
infant,6.95,3,5,0,6,6.6525,0.482591876,0.47582205,1.111218569
mystic,6,3,4,0,6,4.9185,0.482591876,-0.52417795,1.111218569
morbid,2.87,3,4,0,6,4.7685,0.482591876,-0.52417795,1.111218569
insane,2.85,3,5,0,6,7.943333333,0.482591876,0.47582205,1.111218569
horror,2.76,3,4,0,6,6.5115,0.482591876,-0.52417795,1.111218569
putrid,2.38,3,4,0,6,5.158166667,0.482591876,-0.52417795,1.111218569
morgue,1.92,3,4,0,6,5.5625,0.482591876,-0.52417795,1.111218569
lively,7.2,2,5,2,6,5.111666667,-0.517408124,0.47582205,3.111218569
muffin,6.57,2,3,2,6,3.889166667,-0.517408124,-1.52417795,3.111218569
museum,5.54,2,3,2,6,4.892833333,-0.517408124,-1.52417795,3.111218569
pistol,4.2,2,4,2,6,5.968333333,-0.517408124,-0.52417795,3.111218569
mother,8.39,3,5,0,6,7.292,0.482591876,0.47582205,1.111218569
locker,5.19,3,4,0,6,5.629166667,0.482591876,-0.52417795,1.111218569
luxury,7.88,4,5,2,6,2.942,1.482591876,0.47582205,3.111218569
mighty,6.54,4,5,2,6,4.751833333,1.482591876,0.47582205,3.111218569
insult,2.29,3,5,2,6,5.980166667,0.482591876,0.47582205,3.111218569
option,6.49,2,5,4,6,6.619,-0.517408124,0.47582205,5.111218569
python,4.05,2,5,4,6,5.5515,-0.517408124,0.47582205,5.111218569
honest,7.7,1,5,0,6,8.0725,-1.517408124,0.47582205,1.111218569
limber,5.68,1,5,0,6,5.596333333,-1.517408124,0.47582205,1.111218569
hinder,3.81,1,4,0,6,7.125166667,-1.517408124,-0.52417795,1.111218569
mildew,3.17,1,4,0,6,5.452,-1.517408124,-0.52417795,1.111218569
hungry,3.58,2,2,2,6,4.262833333,-0.517408124,-2.52417795,3.111218569
humane,6.89,3,3,2,6,6.479333333,0.482591876,-1.52417795,3.111218569
humble,5.86,3,3,2,6,4.912833333,0.482591876,-1.52417795,3.111218569
moment,5.76,3,5,2,6,6.804333333,0.482591876,0.47582205,3.111218569
impair,3.18,3,5,2,6,5.4035,0.482591876,0.47582205,3.111218569
joyful,8.22,2,5,4,6,3.1075,-0.517408124,0.47582205,5.111218569
lonely,2.17,2,4,4,6,6.163666667,-0.517408124,-0.52417795,5.111218569
poison,1.98,2,5,4,6,6.164166667,-0.517408124,0.47582205,5.111218569
hooker,3.34,1,4,2,6,6.7615,-1.517408124,-0.52417795,3.111218569
killer,1.89,1,3,2,6,5.746166667,-1.517408124,-1.52417795,3.111218569
injury,2.49,2,3,4,6,4.097833333,-0.517408124,-1.52417795,5.111218569
pillow,7.92,1,3,4,6,4.468666667,-1.517408124,-1.52417795,5.111218569
nipple,6.27,1,4,4,6,5.716666667,-1.517408124,-0.52417795,5.111218569
bastard,3.36,0,6,-7,7,6.207,-2.517408124,1.47582205,-5.888781431
carcass,3.34,0,5,-7,7,5.791285714,-2.517408124,0.47582205,-5.888781431
garbage,2.98,0,5,-7,7,5.792142857,-2.517408124,0.47582205,-5.888781431
ecstasy,7.98,1,5,-5,7,6.762142857,-1.517408124,0.47582205,-3.888781431
tragedy,1.78,1,4,-5,7,6.307714286,-1.517408124,-0.52417795,-3.888781431
freedom,7.58,1,3,-3,7,6.826428571,-1.517408124,-1.52417795,-1.888781431
destroy,2.64,1,4,-3,7,6.829428571,-1.517408124,-0.52417795,-1.888781431
fearful,2.25,1,5,-3,7,5.442142857,-1.517408124,0.47582205,-1.888781431
festive,7.3,2,6,-5,7,7.279857143,-0.517408124,1.47582205,-3.888781431
teacher,5.68,2,6,-5,7,8.212857143,-0.517408124,1.47582205,-3.888781431
seasick,2.05,3,6,-3,7,6.291857143,0.482591876,1.47582205,-1.888781431
wedding,7.82,2,4,-3,7,5.614,-0.517408124,-0.52417795,-1.888781431
assault,2.03,2,5,-3,7,6.403857143,-0.517408124,0.47582205,-1.888781431
respect,7.64,2,5,-5,7,7.355,-0.517408124,0.47582205,-3.888781431
devoted,7.41,2,4,-5,7,7.350142857,-0.517408124,-0.52417795,-3.888781431
grenade,3.6,2,4,-5,7,7.510714286,-0.517408124,-0.52417795,-3.888781431
scandal,3.32,3,6,-3,7,5.781428571,0.482591876,1.47582205,-1.888781431
radiant,6.73,4,6,-3,7,7.049285714,1.482591876,1.47582205,-1.888781431
bathtub,6.69,4,6,-3,7,5.445,1.482591876,1.47582205,-1.888781431
garment,6.07,4,6,-3,7,6.726,1.482591876,1.47582205,-1.888781431
defiant,4.26,4,5,-3,7,7.160142857,1.482591876,0.47582205,-1.888781431
traitor,2.22,4,5,-3,7,7.532285714,1.482591876,0.47582205,-1.888781431
wealthy,7.7,3,5,-1,7,6.339714286,0.482591876,0.47582205,0.111218569
cabinet,5.05,2,6,-3,7,6.844857143,-0.517408124,1.47582205,-1.888781431
termite,3.58,2,6,-3,7,8.410714286,-0.517408124,1.47582205,-1.888781431
despise,2.03,2,5,-3,7,7.315142857,-0.517408124,0.47582205,-1.888781431
serious,5.08,2,6,-1,7,6.939142857,-0.517408124,1.47582205,0.111218569
relaxed,7,2,5,-5,7,6.855142857,-0.517408124,0.47582205,-3.888781431
bandage,4.54,2,6,-5,7,6.220714286,-0.517408124,1.47582205,-3.888781431
fantasy,7.41,3,6,-3,7,6.095428571,0.482591876,1.47582205,-1.888781431
capable,7.16,4,6,-3,7,5.609142857,1.482591876,1.47582205,-1.888781431
brother,7.11,4,5,-3,7,6.975,1.482591876,0.47582205,-1.888781431
dentist,4.02,4,5,-3,7,7.872714286,1.482591876,0.47582205,-1.888781431
delayed,3.07,4,4,-3,7,6.868,1.482591876,-0.52417795,-1.888781431
crushed,2.21,4,5,-3,7,5.843285714,1.482591876,0.47582205,-1.888781431
selfish,2.42,5,6,-1,7,6.381285714,2.482591876,1.47582205,0.111218569
crucify,2.23,5,6,-1,7,3.639571429,2.482591876,1.47582205,0.111218569
reptile,4.77,4,6,-1,7,7.623857143,1.482591876,1.47582205,0.111218569
aroused,7.97,2,5,-3,7,6.814428571,-0.517408124,0.47582205,-1.888781431
admired,7.74,2,5,-3,7,6.390571429,-0.517408124,0.47582205,-1.888781431
stomach,4.82,3,6,-1,7,6.048428571,0.482591876,1.47582205,0.111218569
delight,8.26,4,5,-1,7,6.444428571,1.482591876,0.47582205,0.111218569
